"Name","Department","Would Take Again","Level of Difficulty","Total Ratings","Overall Quality","College"
"Richter, Carey ","Communication Studies","N/A","4.0","1","3.0","UNC"
"Mertens, Keith ","Mathematics","N/A","4.0","2","4.5","UNC"
"Battaglini, Claudio ","Exercise & Sport Science","N/A","2.4","7","4.3","UNC"
"Lundberg, Chris ","Communication","N/A","1.7","7","4.2","UNC"
"Falkenberg, Dana ","Philosophy","N/A","2.0","2","4.0","UNC"
"Liu, Cathay ","Philosophy","N/A","4.3","4","3.3","UNC"
"Moore, Tim ","Economics","N/A","4.0","1","4.5","UNC"
"Fiordalisi, Jim ","Biology","N/A","2.9","10","4.4","UNC"
"Swinton, Akilah ","Psychology","N/A","2.3","3","4.0","UNC"
"Breckling, Molly ","Music","N/A","2.0","2","4.0","UNC"
"English, Jane ","Philosophy","","","","","UNC"
"Toler, Julianne ","Exercise & Sport Science","N/A","3.0","1","3.0","UNC"
"Brown, Jane ","Journalism","N/A","3.0","1","5.0","UNC"
"Brewer, Emily ","English","","","","","UNC"
"Budhiraja, Amarjit ","Statistics","N/A","3.7","3","4.8","UNC"
"Mills, Alex ","Statistics","","","","","UNC"
"Justice, Julie ","Education","","","","","UNC"
"Lucas, Ashley ","Dramatic Arts","N/A","2.5","8","4.0","UNC"
"Rizzo Varela, Shemra ","Statistics","","","","","UNC"
"Huffman, Landon ","Physical Education","N/A","2.0","2","4.0","UNC"
"Jordan, Joeseph ","Sociology","","","","","UNC"
"Lindquist, Josefa ","Languages","","2.8","23","4.5","UNC"
"Taylor, Michael ","Mathematics","","2.5","12","3.2","UNC"
"LU, Shu ","Statistics","","2.7","16","2.8","UNC"
"Cuadros, Paul ","Journalism","N/A","3.5","2","4.5","UNC"
"White, Ross ","English","","2.3","6","4.7","UNC"
"Clemons, Josh ","Geology","","","","","UNC"
"McKenna, Chris ","English","N/A","2.4","5","4.5","UNC"
"Dawson, Bess ","Germanic Languages/Literature","N/A","1.0","2","5.0","UNC"
"Cooper, Lauren ","Mathematics","","","","","UNC"
"Cranmer, Skyler ","Political Science","N/A","4.3","3","3.0","UNC"
"Arinkin, Dmytro ","Mathematics","N/A","3.8","4","4.8","UNC"
"Tyson, Karolyn ","Sociology","","3.8","13","4.1","UNC"
"Sen, P.K ","Statistics","N/A","3.5","6","1.1","UNC"
"Litt, Beatrice ","Languages","N/A","5.0","1","1.5","UNC"
"Hosick, Peter ","Exercise & Sport Science","","","","","UNC"
"Smith, Dean ","Journalism","N/A","3.0","1","4.0","UNC"
"Ho, Jennifer ","English","N/A","4.2","5","3.0","UNC"
"Severyn, Greg ","Spanish","N/A","3.0","5","4.7","UNC"
"Scotti, Alberto ","Marine Sciences","N/A","1.0","1","3.0","UNC"
"Scott, Michael ","Languages","N/A","2.0","2","4.3","UNC"
"Fan, Lili ","Languages","N/A","4.0","3","4.0","UNC"
"Manturuk, Kim ","Sociology","N/A","1.0","1","5.0","UNC"
"Sohn, Bumjean ","Finance","","","","","UNC"
"Gless, Darryl ","English","N/A","3.8","4","4.3","UNC"
"Nash, Sarah ","English","N/A","1.6","7","3.9","UNC"
"You, Wei ","Chemistry","","4.1","11","3.1","UNC"
"Calcaterra, Angie ","English","N/A","4.2","6","3.0","UNC"
"Thomson, Jennifer ","Psychology","N/A","1.7","3","4.5","UNC"
"Rispoli, Adair ","English","N/A","4.1","7","2.4","UNC"
"Boyarin, Jonathan ","Religious Studies","N/A","3.3","3","2.2","UNC"
"Lam, Bethany ","English","N/A","2.8","6","3.9","UNC"
"Orr, Daniel ","Mathematics","N/A","2.6","5","3.6","UNC"
"Hassell, Lew ","Information Science","N/A","2.0","2","2.5","UNC"
"Redfield, Peter ","Anthropology","","2.4","12","4.5","UNC"
"Delaney, Lois ","Languages","N/A","3.2","6","4.3","UNC"
"Sideris, John ","Psychology","N/A","2.0","3","3.7","UNC"
"Garber, Alexandra ","Languages","N/A","2.5","2","4.3","UNC"
"Didow, Nicholas ","Business","N/A","3.5","10","3.8","UNC"
"Lees, Johnathon ","Geology","","","","","UNC"
"Murphey, Matthew ","Dramatic Arts","N/A","2.0","1","5.0","UNC"
"Gxeahy, Gxeahy ","Linguistics","","","","","UNC"
"Ayubi, Zahra ","Religious Studies","","","","","UNC"
"Williams, Katherine ","Dramatic Arts","","2.5","28","2.5","UNC"
"Shepherd, Aram ","English","N/A","2.6","5","4.2","UNC"
"Rabon, John ","Economics","N/A","2.5","2","4.0","UNC"
"Shackelford, Aaron ","English","N/A","3.0","1","4.5","UNC"
"Albert, Dan ","Marine Sciences","N/A","1.0","1","3.0","UNC"
"Hunter, Anne ","Women's Studies","N/A","2.5","4","2.1","UNC"
"Shenoy, Anil ","Mathematics","","","","","UNC"
"Dennis, Robert ","Science","","","","","UNC"
"Earley, Alice ","English","","","","","UNC"
"Valdivia, Gabriela ","Geography","","2.7","10","3.8","UNC"
"Gasparovic, Ellen ","Mathematics","N/A","2.5","4","4.4","UNC"
"Matera, Gregory ","Health Science","N/A","4.3","4","1.6","UNC"
"Page, Amanda ","English","N/A","2.0","1","3.5","UNC"
"Caldwell, John ","Asian Studies","","1.4","12","3.9","UNC"
"Parets, Alex ","Political Science","N/A","2.7","3","5.0","UNC"
"Brown, Raul ","Spanish","","4.4","24","3.2","UNC"
"Thomas, Harry ","English","N/A","3.6","5","3.4","UNC"
"Hennessey, Jaclyn ","Psychology","N/A","2.0","1","3.5","UNC"
"Stapleton, Paul ","English","","3.1","22","4.2","UNC"
"Glazner, Allen ","Geology","","3.2","6","3.5","UNC"
"Preston, Ryan ","Philosophy","N/A","2.3","4","3.4","UNC"
"Owens, Tammy ","Art History","N/A","5.0","1","1.0","UNC"
"Dunn, Charles ","Statistics","N/A","4.3","3","4.0","UNC"
"Luther, Taylor ","English","","","","","UNC"
"Legassie, Shayne ","English","N/A","3.7","7","4.8","UNC"
"Winters, Whitney ","Spanish","N/A","4.0","1","5.0","UNC"
"Nance, Betty ","Nursing","N/A","4.0","4","1.9","UNC"
"Turner, Brian ","History","N/A","3.0","1","4.5","UNC"
"Ovabinaywgo, Lcgjpdt ","Marketing","","","","","UNC"
"Leonard, Diane ","Literature","N/A","1.8","4","3.6","UNC"
"Conkle, Christian ","Music","N/A","1.0","1","5.0","UNC"
"Best, Rebecca ","Political Science","N/A","5.0","1","2.0","UNC"
"Van-Wesep, Ed ","Finance","N/A","2.5","2","4.0","UNC"
"Miller, Laura ","Mathematics","N/A","2.7","3","4.5","UNC"
"Mihalik, Jason ","Exercise & Sport Science","N/A","3.0","2","5.0","UNC"
"McNeil, Genna ","History","N/A","1.7","6","3.0","UNC"
"Seaton, Eleanor ","Psychology","N/A","2.0","3","3.0","UNC"
"Gearhart, Grant ","Spanish","N/A","2.0","1","4.0","UNC"
"Versenyi, Adam ","Dramatic Arts","N/A","3.0","2","4.3","UNC"
"Leve, Lauren ","Religion","N/A","2.6","11","3.6","UNC"
"Tolf, Sarah ","English","","","","","UNC"
"Lee, Brandyn ","Mathematics","N/A","4.0","1","4.5","UNC"
"Jones, Corbin ","Biology","N/A","4.0","3","4.8","UNC"
"Greene, Adrian ","English","N/A","2.3","6","5.0","UNC"
"Truel, Sarah ","Political Science","","3.2","26","4.5","UNC"
"Gurney, Tessa ","Languages","N/A","2.5","2","4.8","UNC"
"Viotti, Claudio ","Mathematics","N/A","5.0","1","1.0","UNC"
"Vargas, Zaragosa ","History","N/A","2.0","2","2.3","UNC"
"Meier, Benjamin ","Public Policy","","3.6","43","4.7","UNC"
"Loew, Christian ","Philosophy","N/A","3.2","5","4.1","UNC"
"Mitchell, Timothy ","Medicine","N/A","4.0","1","5.0","UNC"
"Dunn, Lindsay ","Art History","N/A","4.5","2","2.0","UNC"
"Harrell, Jessica ","Biology","N/A","2.3","3","3.5","UNC"
"Ambros, Barbara ","Religious Studies","N/A","1.4","8","2.8","UNC"
"Pichova, Hana ","Germanic Languages/Literature","N/A","2.0","6","4.5","UNC"
"Dunlap, Bart ","Physics & Astronomy","N/A","3.0","1","3.0","UNC"
"Jones, David ","Chemistry","N/A","3.5","21","2.6","UNC"
"Lopez, Rene ","Physics & Astronomy","N/A","4.0","2","4.0","UNC"
"Loyd, Matthew ","Sociology","N/A","2.0","1","4.0","UNC"
"JO, Jiyeon ","Languages","N/A","3.0","7","3.1","UNC"
"Keith, Scotty ","Mathematics","","","","","UNC"
"Bickford, Donna ","Women's Studies","N/A","3.0","1","5.0","UNC"
"Lodeesen, Erin ","English","N/A","2.8","6","3.3","UNC"
"Lee, Helen ","English","N/A","2.3","6","2.5","UNC"
"Schwartz, David ","Psychology","N/A","2.0","2","4.0","UNC"
"Northup, Christopher ","Journalism","N/A","2.0","1","4.5","UNC"
"Cook, Jeremy ","Economics","N/A","2.0","1","5.0","UNC"
"Kirsch, Scott ","Geography","N/A","2.8","4","3.8","UNC"
"Kim, Stella ","Spanish","N/A","3.0","3","3.0","UNC"
"McCallie, John ","Economics","N/A","2.5","2","2.5","UNC"
"Marshall, Joanne ","Information Science","","","","","UNC"
"Gard Marshall, Joanne ","Information Science","","","","","UNC"
"Holland, Carrie ","Spanish","N/A","3.0","1","4.0","UNC"
"Mayer, Deborah ","Nursing","","","","","UNC"
"Yeames, Laurie ","Exercise & Sport Science","","","","","UNC"
"Gutman, Ellen ","Political Science","N/A","3.5","4","3.0","UNC"
"Von Bernuth, Ruth ","German","N/A","2.7","4","4.0","UNC"
"Christian, Brooke ","Chemistry","N/A","5.0","1","4.5","UNC"
"Witzke, Serena ","Classics","N/A","4.0","1","2.0","UNC"
"Palm, Michael ","Communication Studies","","2.6","9","3.7","UNC"
"Douglas, Eduardo ","Art History","","3.5","16","3.9","UNC"
"Riley, Samantha ","English","N/A","1.8","9","5.0","UNC"
"Pertsova, Katya ","Linguistics","N/A","3.4","11","2.4","UNC"
"Terry, Jules ","Linguistics","","3.2","17","2.5","UNC"
"Franchi, Daniele ","Languages","N/A","2.5","2","5.0","UNC"
"Anderson, Glaire ","Art History","N/A","3.4","19","2.9","UNC"
"Belton, Andrew ","English","","3.0","9","3.9","UNC"
"Joukhadar, Charles ","Languages","N/A","3.0","4","5.0","UNC"
"Barnes, Jason ","Geology","N/A","2.0","4","3.8","UNC"
"Paul, Laurie ","Philosophy","N/A","3.0","4","3.9","UNC"
"Thierauf, Doreen ","English","","2.8","9","4.8","UNC"
"Brackett, John ","Music","N/A","2.4","14","4.4","UNC"
"Frazier, David ","Economics","N/A","5.0","1","1.0","UNC"
"McAtee, Greg ","Economics","N/A","4.0","2","4.5","UNC"
"Cronin, Chris ","Economics","N/A","2.0","1","5.0","UNC"
"Padian, Emily ","Spanish","N/A","2.0","1","4.5","UNC"
"Neelon, Virginia ","Nursing","N/A","5.0","4","2.5","UNC"
"Nonini, Donald ","Anthropology","N/A","2.3","8","2.5","UNC"
"Peacock, James ","Anthropology","N/A","2.0","1","4.5","UNC"
"Weil, Marie ","Social Work","","","","","UNC"
"Trop, Gabriel ","German","","2.6","14","4.5","UNC"
"Colloredo-Mansfeld, Rudi ","Anthropology","N/A","2.7","13","4.5","UNC"
"Stewart, Scott ","Health Administration","","","","","UNC"
"Evans, Brian ","Environmental Sci & Eng","N/A","3.0","2","5.0","UNC"
"Palis, Joseph ","Geography","N/A","2.0","1","4.0","UNC"
"Salvagni, Lorenzo ","Languages","N/A","3.0","2","3.5","UNC"
"Truemper-Ritter, Monika ","Anthropology","N/A","2.0","2","4.8","UNC"
"Taylor, Kristine ","Languages","N/A","2.2","6","3.7","UNC"
"Lucas, Amy ","Sociology","N/A","1.0","1","5.0","UNC"
"Rodriguez, Allison ","History","N/A","4.0","1","3.5","UNC"
"Brigevich, Anna ","Political Science","N/A","2.0","1","5.0","UNC"
"Contat, Justin ","Economics","N/A","2.0","2","4.3","UNC"
"James, Sharon ","Classics","N/A","3.8","5","4.3","UNC"
"Wooten, Jennifer ","Spanish","N/A","2.7","3","4.7","UNC"
"Hudley, Melissa ","Geology","N/A","3.8","24","2.5","UNC"
"Schaefer, Keith ","Spanish","N/A","3.0","1","3.5","UNC"
"Duran, Maria J.","English","N/A","3.3","6","4.3","UNC"
"Lambert, David ","Religious Studies","","1.4","21","4.1","UNC"
"Venkata, Srirama Maddipatla ","Chemistry","N/A","3.4","5","3.9","UNC"
"Lokensgard, Rita ","Psychology","N/A","1.5","2","4.8","UNC"
"Ward, Ashley ","Geography","","3.0","28","3.5","UNC"
"Sosa-Velasco, Alfredo ","Spanish","N/A","3.5","2","3.5","UNC"
"Rueda, Lola ","Languages","","","","","UNC"
"Laprade, Candis ","English","","","","","UNC"
"Skinner, Debra ","Anthropology","","","","","UNC"
"Lothspeich, Pamela ","Asian Studies","","2.4","13","3.3","UNC"
"Haskell, Paul ","Law","N/A","4.0","2","2.5","UNC"
"Wagner, Lara ","Geology","N/A","2.0","1","5.0","UNC"
"Cooke, Amy ","Environmental Sci & Eng","","2.7","13","3.8","UNC"
"Yoder, Monte ","Military Science","","","","","UNC"
"Crosby, Kathleen ","English","N/A","2.2","11","3.7","UNC"
"Lin, Jia ","Asian Studies","","2.8","14","3.7","UNC"
"Khveshenko, Dmitri ","Physics & Astronomy","N/A","5.0","2","2.3","UNC"
"Singh, Montek ","Computer Science","","3.3","17","4.9","UNC"
"McNeil, Laurie ","Physics & Astronomy","","4.7","10","2.1","UNC"
"Green, Melanie ","Psychology","N/A","1.5","2","5.0","UNC"
"Elliott, Danielle ","English","N/A","3.0","1","2.0","UNC"
"Noble, Mark ","Sociology","N/A","3.7","3","2.2","UNC"
"Kotzen, Matthew ","Philosophy","N/A","2.8","10","4.3","UNC"
"Chambers, Jan ","Dramatic Arts","N/A","2.5","4","3.3","UNC"
"Pavelsky, Tamlin ","Geology","N/A","3.5","13","3.7","UNC"
"Wheaton, Mike ","Psychology","N/A","2.0","2","5.0","UNC"
"Morgan-Lopez, Antonio ","Psychology","N/A","2.0","2","4.5","UNC"
"Woerner, Felix ","Music","N/A","1.0","2","3.3","UNC"
"Risner, Jonathan ","Spanish","N/A","2.0","1","5.0","UNC"
"Padua, Darin ","Exercise & Sport Science","N/A","3.0","2","4.8","UNC"
"Coen, Dana ","Communication Studies","N/A","2.7","3","3.9","UNC"
"Carter, Timothy ","Music","","3.6","7","3.3","UNC"
"Goldberger, Stephen ","Economics","N/A","2.0","1","5.0","UNC"
"Chua, Jocelyn ","Anthropology","","2.8","12","4.8","UNC"
"Taylor, Matthew ","English","","3.9","16","4.3","UNC"
"Alter, Carrie ","Art","N/A","2.5","2","5.0","UNC"
"Sharadin, Nate ","Philosophy","N/A","2.7","3","4.5","UNC"
"Clark, Emily ","Languages","N/A","2.5","4","4.4","UNC"
"Cruz-Jimenez, Encarni ","Spanish","N/A","3.0","1","2.0","UNC"
"Hermoso, Abel ","Spanish","N/A","3.0","5","4.3","UNC"
"Peterson, Courtney ","Health Administration","N/A","5.0","1","1.0","UNC"
"Thomas, Miranda ","Mathematics","","3.0","14","4.0","UNC"
"Foody, Kathleen ","Religious Studies","N/A","4.7","3","1.7","UNC"
"Gonzalez Espitia, Juan Carlos ","Spanish","N/A","3.1","10","4.6","UNC"
"Maultsby, Bevin ","Mathematics","N/A","2.7","3","4.0","UNC"
"Braley, Emily ","Mathematics","","","","","UNC"
"Roberts, Andrew ","Mathematics","","","","","UNC"
"Abel, Michael ","Mathematics","N/A","4.0","1","2.0","UNC"
"Wright, Daniel ","Mathematics","N/A","3.0","1","3.5","UNC"
"French, Amanda ","Mathematics","N/A","3.0","1","5.0","UNC"
"Martin, Stephen ","Business","","","","","UNC"
"Mann, Hollie ","Political Science","N/A","3.1","8","3.4","UNC"
"McNelis, David ","Environmental Sci & Eng","","","","","UNC"
"Shields, Edgar ","Exercise & Sport Science","","","","","UNC"
"Elson, Luke ","Philosophy","N/A","3.3","3","4.3","UNC"
"Kwon, Bo Ram ","Political Science","N/A","5.0","2","2.5","UNC"
"Conway, Patrick ","Economics","N/A","3.3","36","3.4","UNC"
"Christiansen, Danille ","American Studies","N/A","4.5","2","4.0","UNC"
"Pizer, Stephen ","Computer Science","N/A","4.0","3","4.3","UNC"
"Finesurrey, Sam ","History","N/A","2.5","2","4.3","UNC"
"Mallapragada, Girish ","Business","","","","","UNC"
"Bauer, Dan ","Psychology","N/A","3.5","2","4.3","UNC"
"Zigler, David ","Chemistry","N/A","1.6","29","2.1","UNC"
"Nitta, Reiko ","Languages","N/A","3.5","6","3.9","UNC"
"Burrill, Emily ","Women's Studies","","2.6","20","3.3","UNC"
"Anderson, Jared ","Religious Studies","","","","","UNC"
"Krawiec, Richard ","English","N/A","2.0","1","5.0","UNC"
"Mulvey, Michael ","History","N/A","2.5","4","4.8","UNC"
"Rowsey, Pamela ","Nursing","N/A","4.0","5","1.0","UNC"
"Amago, Samuel ","Spanish","N/A","3.6","5","4.1","UNC"
"Hendricks, Lutz ","Economics","N/A","2.0","1","5.0","UNC"
"Norman, Peter ","Economics","","4.8","6","2.0","UNC"
"Jin, Ning ","Computer Science","N/A","3.0","1","1.0","UNC"
"Ting, Jenny ","Microbiology","","","","","UNC"
"Zhang, LE ","Physics & Astronomy","N/A","1.0","1","2.5","UNC"
"GE, Lini ","Asian Studies","N/A","3.4","13","4.5","UNC"
"Lewinter, Greg ","Health Science","N/A","1.0","3","4.8","UNC"
"Dill, Scott ","English","N/A","2.0","2","4.5","UNC"
"Badr, Farida ","Asian Studies","N/A","2.4","8","3.5","UNC"
"Yoon, Yeonhee ","Languages","N/A","2.0","4","4.8","UNC"
"Neumann, Aaron ","Chemistry","N/A","3.4","5","1.7","UNC"
"Fall, Alassane ","Sociology","N/A","4.3","3","2.7","UNC"
"Blair, Peter ","English","","","","","UNC"
"Myer, Randy ","Business","","","","","UNC"
"Webber, Wendy ","English","N/A","1.0","1","5.0","UNC"
"Mishell, Mer ","Nursing","","","","","UNC"
"Tornquist, Leif ","Religion","N/A","2.3","4","3.0","UNC"
"Levine, Cary ","Not Specified","N/A","3.3","3","4.3","UNC"
"Weisert, Lee ","Music","N/A","2.3","4","4.0","UNC"
"Pelliccio, Susan ","Nursing","","","","","UNC"
"Nicewicz, David ","Chemistry","N/A","3.0","5","4.7","UNC"
"Benjamin, Andrea ","Political Science","","2.5","14","4.5","UNC"
"Otis, Katie ","History","N/A","2.8","5","4.7","UNC"
"Bassi, Anna ","Political Science","N/A","1.4","5","3.2","UNC"
"Melo, Anita ","Languages","N/A","2.0","1","4.0","UNC"
"Rulon, Michael ","Not Specified","N/A","3.5","2","4.0","UNC"
"Hasnain, Aseem ","Sociology","N/A","2.3","4","3.4","UNC"
"Krumper, Jennifer ","Chemistry","N/A","3.9","60","3.0","UNC"
"Brooks, Earl ","English","N/A","4.0","1","4.5","UNC"
"Duffy, Eve ","History","N/A","3.0","1","5.0","UNC"
"Weinberg, Howard ","Environmental Sci & Eng","","3.8","12","4.5","UNC"
"Lundberg, Kristjen ","Psychology","N/A","2.5","6","4.6","UNC"
"Lambert, Richard ","German","N/A","2.5","2","4.8","UNC"
"Roach, Michael ","Business","N/A","4.0","1","2.5","UNC"
"Moseley, Daniel ","Philosophy","N/A","3.0","1","3.0","UNC"
"Lamphere, Bradley ","Ecology","N/A","3.3","7","2.6","UNC"
"Magallanes, Stephanie ","Mathematics","N/A","4.0","6","2.2","UNC"
"McKendry-Smith, Emily ","Sociology","N/A","1.5","2","5.0","UNC"
"Reed, Ashley ","English","N/A","1.7","3","5.0","UNC"
"Shaw, Sarah ","English","N/A","2.0","1","5.0","UNC"
"Lam, Joseph ","Religious Studies","N/A","3.5","11","2.6","UNC"
"Robinson, Michelle ","American Studies","N/A","3.6","5","3.3","UNC"
"Davis, Suja ","Nursing","","","","","UNC"
"Cerri, Domenic ","Psychology","","","","","UNC"
"Sullivan, Patrica ","Public Policy","N/A","3.8","9","2.4","UNC"
"Dennison, Jean ","Anthropology","N/A","1.8","6","4.1","UNC"
"Jeglinski, Stefan ","Physics & Astronomy","","3.7","18","3.8","UNC"
"Mora-Marin, David ","Linguistics","","2.4","7","3.1","UNC"
"McAnany, Patricia ","Anthropology","N/A","3.0","11","3.2","UNC"
"Delegard, Lee ","Art","","","","","UNC"
"Boyd, Lydia ","African-American Studies","","3.3","8","2.9","UNC"
"Allingham, Erin ","English","","","","","UNC"
"Fry, Rebecca ","Environmental Sci & Eng","N/A","2.0","2","4.0","UNC"
"Overbay, Andrea ","Mathematics","","","","","UNC"
"Kelly, Diane ","Information Science","N/A","2.5","2","5.0","UNC"
"Neser, Laura ","Geology","N/A","1.0","1","5.0","UNC"
"Khatri, Shilpa ","Mathematics","N/A","3.5","4","3.6","UNC"
"Foley, Vera ","English","N/A","4.0","5","1.8","UNC"
"Dempsey, Sarah ","Communication Studies","N/A","2.7","6","4.5","UNC"
"Harris, Albert ","Biology","N/A","3.6","5","1.6","UNC"
"McKeever, Robert ","Journalism","N/A","2.0","1","4.0","UNC"
"Siegel, Jessica ","Business","","","","","UNC"
"Miller, Joshua ","Political Science","N/A","4.5","2","5.0","UNC"
"Mitchell, Megan ","Philosophy","N/A","1.7","3","5.0","UNC"
"Burk, Bernard ","Law","N/A","3.5","4","4.6","UNC"
"Zellinger, Elissa ","English","N/A","1.5","2","5.0","UNC"
"Algoe, Sara ","Psychology","N/A","3.0","1","4.0","UNC"
"Layman, Dan ","Philosophy","N/A","3.0","1","5.0","UNC"
"Schoultz, Lars ","Political Science","N/A","2.5","4","4.6","UNC"
"Esposito, Noreen ","Nursing","","","","","UNC"
"Carlson, Radha ","Psychology","N/A","2.0","2","4.8","UNC"
"Umbanhowar, James ","Biology","N/A","4.1","7","1.5","UNC"
"Cooksey, Lois ","Psychology","N/A","1.0","1","5.0","UNC"
"Schultz, Heidi ","Communication Studies","","","","","UNC"
"YE, Han ","Statistics","N/A","3.0","1","2.0","UNC"
"Tucker, Tuneka ","Social Work","N/A","2.0","1","5.0","UNC"
"Perez-Mendez, Roxana ","Art","N/A","2.5","6","2.1","UNC"
"Rucker, Walter ","African-American Studies","N/A","4.4","5","4.8","UNC"
"Brachmann, Christoph ","Art History","","3.5","10","3.3","UNC"
"Reyes, Alvaro ","Geography","N/A","3.3","4","3.0","UNC"
"Jackson, Fatimah ","Anthropology","N/A","5.0","1","1.0","UNC"
"Harper, Daniel ","Psychology","N/A","1.5","2","5.0","UNC"
"Carlson, Sabrina ","Political Science","","","","","UNC"
"Saurer, Timothy ","Psychology","N/A","1.0","1","5.0","UNC"
"Raguram, Rahul ","Computer Science","N/A","2.0","3","5.0","UNC"
"Loney, Alexander ","English","N/A","2.0","2","3.5","UNC"
"Chatterjee, Paroma ","Art","N/A","3.0","4","3.8","UNC"
"Rubin, David ","Business","","","","","UNC"
"Hudgens, Michael ","Health Science","","","","","UNC"
"Ahalt, Stan ","Computer Science","N/A","1.8","4","4.9","UNC"
"LaCluyze, Aaron ","Physics & Astronomy","N/A","2.6","13","4.8","UNC"
"Julius Nyang''Oro, Julius ","African-American Studies","","","","","UNC"
"Nesvet, Rebecca ","English","","","","","UNC"
"Ozkan, Nazire ","Economics","N/A","3.0","3","3.5","UNC"
"La Serna, Miguel ","History","N/A","3.0","8","4.8","UNC"
"Bayless, Rachel ","Mathematics","N/A","3.0","1","5.0","UNC"
"Blanton, Justin ","History","N/A","2.5","2","4.0","UNC"
"Scheinman, Ted ","English","N/A","2.7","11","4.7","UNC"
"Combs, Jason ","Religion","","","","","UNC"
"Castillo, Karl ","Marine Sciences","","3.0","16","3.6","UNC"
"Song, Xiaoming ","Statistics","N/A","3.0","2","3.8","UNC"
"Buckley, Lauren ","Biology","N/A","2.0","1","4.5","UNC"
"Desloge, Donald ","Journalism","N/A","3.0","1","1.0","UNC"
